Brand,Name,Price,Delivery,Return/Exchange,Availability,Product Link
YAMAHA,YAMAHA FS80C NATURAL CONCERT CUTAWAY GUITAR,"8,939","Thursday, 29 December",7 days Replacement,Only 1 left in stock.,https://www.amazon.in/YAMAHA-NATURAL-CONCERT-CUTAWAY-GUITAR/dp/B08KW4DRKL/ref=sr_1_35?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-35
Premium,Premium Quality 4 String Acoustic Décor Guitar Children's Educational Musical Instrument Child Learning Random Brown Best Gift Boys & Girls 24 Inch Kids Keep Tone Picks Strap Ability Beginner Sound,886,"Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Premium-Quality-Childrens-Educational-Instrument/dp/B0BN91GLKJ/ref=sr_1_36?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-36
JUAREZ,"Juarez Acoustic Guitar, 38 Inch Cutaway, 38CMB with Bag, Strings, Pick and Strap, Matte Black","2,739","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B084VRCCN7/ref=sr_1_37?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-37
Best,Best seller 4 String Acoustic Décor Guitar Children's Educational Musical Instrument Child Learning Random Brown Best Gift Boys & Girls 24 Inch Kids Keep Tone Picks Strap Ability Beginner Sound,885,"Wednesday, 28 December",10 days Returnable,In stock.,https://www.amazon.in/Best-seller-Childrens-Educational-Instrument/dp/B0BMYLK2JN/ref=sr_1_38?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-38
Schecter,Schecter SGR C1 BK Electric Guitar Satin Black,"25,499","Friday, 30 December",7 days Replacement,Only 1 left in stock.,https://www.amazon.in/Schecter-SGR-C1-BK-Electric-Guitar/dp/B0773G4ZPX/ref=sr_1_39?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-39
Shanrya,"Wooden Miniature Guitar, Stylish Long Service Life Steel-String Acoustic Guitars for Home Office Decoration","1,511",January 10 - 13,7 days Returnable,In stock.,https://www.amazon.in/Miniature-Stylish-Steel-String-Acoustic-Decoration/dp/B09NVZLX9J/ref=sr_1_40?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-40
Intern,Intern INT-38C Acoustic Guitar Kit (Natural),"2,399","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Natural/dp/B073B4D22T/ref=sr_1_41?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-41
medellin,"Medellin MDCF38BK 38"" Carbon Fiber Acoustic Guitar With HAndrest, Set Of Strings, Strap, Bag, 3 Picks, Capo, Guitar Wall Hanging StAnd (Matt Pink)","2,428","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Medellin-Acoustic-specailized-learning-beginners/dp/B09MSH3RY1/ref=sr_1_42?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-42
Intern,"Intern INT-38C Lindenwood Acoustic Guitar Kit (Sunburst) With Carry Bag, Picks, Strings Set And Guitar Strap (Small)","2,399","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Sunburst/dp/B073B5MJRM/ref=sr_1_43?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-43
Intern,"Intern INT-38C-RD-G Linden Wood Cutaway Right Handed Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Red, 6 Strings)","2,399","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Intern-INT-38C-RD-G-Guitar-Kit-Red/dp/B07K959RKX/ref=sr_1_44?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-44
Fender,Fender Squier CD 60 Dread V3 DS 6 String Acoustic Guitar Solid Top - Walnut Fretboard-Natural Right-Hand One of The Most reputed Guitar Brands in the World,"12,530","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Fender-Dread-String-Acoustic-Guitar/dp/B07RL6VG3H/ref=sr_1_45?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-45
VAULT,"Vault Traveller 34 Inch Acoustic Guitar With Bag, Strap, Strings, Polishing Cloth, String Winder, Picks & E-Book - Natural Gloss","4,299","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Traveller-Acoustic-Guitar-Strings-Polishing/dp/B07RK9962M/ref=sr_1_46?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-46
Intern,"INTERN 41 inches Acoustic Guitar with truss rod. Includes carry bag, strings pack, strap & plectrums. Premium Wooden durable built, tonal stability & for all age-groups(Electric Blue).","3,390","Wednesday, 28 December",7 days Replacement,Only 1 left in stock.,https://www.amazon.in/Acoustic-plectrums-stability-age-groups-Electric/dp/B09YH8JRZH/ref=sr_1_47?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-47
Intern,"INTERN 40 inches Acoustic Guitar with Pick-up & truss rod, carry bag, strings pack, strap & picks. Premium Wooden durable built, tonal stability with professional sound amplificaiton. (Black).","5,189","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Acoustic-Pick-up-stability-professional-amplificaiton/dp/B09YHCR3R8/ref=sr_1_48?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-48
Intern,"Intern INT-38C-NT-G 38 Incheses lindenwood Right HAnded Acoustic Guitar Kit With Bag, Strings, Pick And Strap (Natural, 6-Strings)","2,499","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Intern-INT-38C-NT-G-Guitar-Kit-Natural/dp/B07K9MZZH9/ref=sr_1_49?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-49
JUAREZ,"Juarez Lindenwood Acoustic Guitar Kit, 38 Inches Cutaway, 38C With Bag, Strings, Pick And Strap, 3TS Sunburst","2,479","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Sunburst-Strings/dp/B01FYYTDTU/ref=sr_1_50?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-50
Fender,"Fender FA-235E 25.5 Inches Sprucewood Concert Bodied Acoustic Guitar (Moonlight Burst, Multicolour)","27,985","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Fender-FA-235E-Concert-Bodied-Acoustic/dp/B07BCQ7P7Z/ref=sr_1_51?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-51
GIVSUN,"Givsun Venus Full Rose Natural 6-String Cut A Way Right Hand Acoustic Semi-Electric Guitar With Bag And Free 1 Set String,2 Picks","4,289","Sunday, 1 January",7 days Replacement,Only 2 left in stock.,https://www.amazon.in/Givsun-Natural-6-String-Acoustic-Semi-Electric/dp/B07ZTWLY4J/ref=sr_1_52?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-52
PRS,"PRS Guitars Electric Guitar, SE Custom 24, 2021 Series -Faded Blue Burst CU44DC","88,636","Wednesday, 28 December",7 days Replacement,Only 1 left in stock.,https://www.amazon.in/PRS-Guitars-Electric-Guitar-Custom/dp/B08T7PYWDV/ref=sr_1_53?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-53
JUAREZ,"Juarez Acoustic Guitar, [LEFT HANDED] 96.52 cm (38 Inch) Cutaway, 38CL/TBLS with Bag, Strings, Pick and Strap, Blue Sunburst","2,109","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Acoustic-Cutaway-TBLS-Strings-Sunburst/dp/B098BCCY75/ref=sr_1_54?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-54
Intern,"INTERN 41 inches Cutaway Shape Acoustic Guitar with truss rod. Includes plectrums. Premium Wooden durable built, Best tonal stability and bend resistance (Jamming Black).…","2,874","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Cutaway-Acoustic-plectrums-stability-resistance/dp/B09YH8LP53/ref=sr_1_55?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sprefix=guitar%2Caps%2C410&sr=8-55
Intern,"INTERN Cutaway Design Acoustic Guitar Pack -Humidity Proof body, Bend resistance, Durable Action, Natural tone & bright resonance. Blue Carbon Fibre/Fiber Guitar with Bag, Strap, Strings set, Picks…","2,390","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Cutaway-Acoustic-Humidity-resistance-resonance/dp/B09RRH7R5F/ref=sr_1_56_mod_primary_new?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035594&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=guitar%2Caps%2C410&sr=8-56
blueberry,"Blueberry 38C, 38"" Acoustic Guitar Kit with Bag, Strap, One Pack Strings And Picks (Redburst)","2,695","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzY3MTU3Njk4MjUwMjU3OjE2NzIwMzU1OTQ6c3BfYnRmOjIwMDc4MzM2ODg3MTk4OjowOjo&url=%2FBlueberry-Acoustic-Guitar-Strings-Redburst%2Fdp%2FB09N9R525J%2Fref%3Dsr_1_57_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035594%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-57-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
NM,"NM Signature Blue Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks","3,990","Sunday, 1 January",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzY3MTU3Njk4MjUwMjU3OjE2NzIwMzU1OTQ6c3BfYnRmOjIwMDk5NzY4MjY4ODk4OjowOjo&url=%2FNM-Signature-Rosewood-Fretboard-Acoustic%2Fdp%2FB09X5B99PD%2Fref%3Dsr_1_58_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035594%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-58-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
DIKUJI,DIKUJI ENTERPRISE Plastic Medium Acoustic Guitar Learning Toy for Kids (Brown),999,"Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzY3MTU3Njk4MjUwMjU3OjE2NzIwMzU1OTQ6c3BfYnRmOjIwMDcyNTMyMTE2MjA3OjowOjo&url=%2FDIKUJI-ENTERPRISE-Acoustic-Guitar-Learning%2Fdp%2FB099GS1WG6%2Fref%3Dsr_1_59_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035594%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
blueberry,"Blueberry B40-40Inches Acoustic Guitar Kit inbuilt Truss Rod, with Bag, Strap, One Pack Strings and Picks (Sunburst)","4,990","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzY3MTU3Njk4MjUwMjU3OjE2NzIwMzU1OTQ6c3BfYnRmOjIwMTAzNTI4NjU2Njk4OjowOjo&url=%2FBlueberry-40Inches-Acoustic-inbuilt-Sunburst%2Fdp%2FB07PHFXH6W%2Fref%3Dsr_1_60_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035594%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Medellin,"Medellin 38"" Acoustic Guitar premium wood with adjustable Truss-rod, free online learning course, Set Of Strings, Strap, Bag and 3 Picks (Sunburst Truss Rod)…","2,398","Thursday, 29 December",7 days Returnable,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODIwODQ2MzYxNjQyMzA0OjE2NzIwMzU2MTg6c3BfYXRmX25leHQ6MjAxMDI4NDExNjQ4OTg6OjA6Og&url=%2FMedellin-Acoustic-adjustable-Truss-rod-learning%2Fdp%2FB0BML6DZGJ%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035618%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
blueberry,"Blueberry B-D38 38 Incheses wood Acoustic Guitar Kit Inbuilt Truss Rod With Bag, Strap, One Pack Strings And Picks (Blue)","2,515","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODIwODQ2MzYxNjQyMzA0OjE2NzIwMzU2MTg6c3BfYXRmX25leHQ6MjAwNzgzMzY4ODc0OTg6OjA6Og&url=%2FBlueberry-B-D38-Acoustic-Inbuilt-Strings%2Fdp%2FB07PHYZZP1%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035618%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Cort,"Cort AD810 Dreadnought Acoustic Guitar with Gig Bag,Tuner,Picks and Strap (Natural Bundle)","10,800","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODIwODQ2MzYxNjQyMzA0OjE2NzIwMzU2MTg6c3BfYXRmX25leHQ6MjAwMTk2MjU1OTIxMDQ6OjA6Og&url=%2FCort-AD810-Dreadnought-Acoustic-Guitar%2Fdp%2FB07KMBVR6V%2Fref%3Dsr_1_51_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035618%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-51-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA2E0IZ06LXDJ9X
FESTRA,"Festra R-40-Natural Acoustic Guitar Kit with Bag, Strap, One Pack Strings And 2 Picks","4,495","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODIwODQ2MzYxNjQyMzA0OjE2NzIwMzU2MTg6c3BfYXRmX25leHQ6MjAwNzgzMzY4ODU5OTg6OjA6Og&url=%2FFestra-R-40-Natural-Acoustic-Guitar-Strings%2Fdp%2FB09VL5DX17%2Fref%3Dsr_1_52_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035618%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-52-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Fender,Fender Squier 39 Inch 6 String Cutaway Acoustic Guitar Solid Top - Hardwood Fretboard - Natural SA 135C Right-Hand One of The Most reputed Guitar Brands in the World,"7,132","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Fender-String-Cutaway-Acoustic-Guitar/dp/B07YX5W8MV/ref=sr_1_53?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-53
YAMAHA,"Yamaha FS100C Acoustic Guitar, Black","9,990","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Yamaha-FS-100C-6-String-Acoustic-without/dp/B00PAS9CK6/ref=sr_1_54?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-54
Ibanez,"Ibanez MD39C-NT Acoustic Guitar (Natural), Designed in Japan and Made Specially for India","6,990","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Ibanez-IBA-MD39CNT-Acoustic-Guitar-MD39C-NT/dp/B07G4CCMYL/ref=sr_1_55?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-55
GIVSUN,"Givsun Topaz Special Blue 6-String Cut A Way Right Hand Acoustic Semi-Electric Guitar With Bag And Free 1 Set String,2 Picks","4,169","Sunday, 1 January",7 days Replacement,In stock.,https://www.amazon.in/Givsun-Special-6-String-Acoustic-Semi-Electric/dp/B07ZTWMKCS/ref=sr_1_56?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-56
JUAREZ,JUAREZ Arpeggio Guitar JRB40LN-3TS,"5,510","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/JUAREZ-JRB40LN-3TS-Arpeggio-Guitar/dp/B08MW8F9VS/ref=sr_1_57?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-57
YAMAHA,"Yamaha Electric-Acoustic Guitar FX280 Dreadnought With Mexa Sponge Guitar Bag, Belt,Plectrums (Natural)","12,380","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Electric-Acoustic-FX280-Dreadnought-Plectrums-Natural/dp/B09HSDVQDT/ref=sr_1_58?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-58
YAMAHA,"Yamaha F280 Acoustic Guitar, Tobacco Brown Sunburst","6,890",,7 days Replacement,Usually dispatched in 3 to 4 days.,https://www.amazon.in/Yamaha-Acoustic-Guitar-Tobacco-Sunburst/dp/B08VXR74Q2/ref=sr_1_59_mod_primary_new?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=guitar%2Caps%2C410&sr=8-59
VAULT,Vault PA36 Parlor Acoustic Guitar Kit,"7,499","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Vault-PA36-Parlor-Acoustic-Guitar/dp/B0BJK1332J/ref=sr_1_60?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-60
Juârez,"Juârez JRZ38C/MAH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, Mahogany with Bag, Strings, Picks and Strap","3,522","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/JRZ38C-Strings-Acoustic-Cutaway-Mahogany/dp/B071JM8C6T/ref=sr_1_61?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-61
YAMAHA,Yamaha FX280 Natural Electro Acoustic Guitar,"10,570",,7 days Replacement,Usually dispatched in 3 to 4 days.,https://www.amazon.in/Yamaha-FX280-acoustic-Dreadnought-Natural/dp/B09HR6BNFQ/ref=sr_1_62_mod_primary_new?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=guitar%2Caps%2C410&sr=8-62
Medellin,"Medellin 38 Incheses Acoustic Guitar Carbon Fiber Body With Set Of Strings, Strap, Bag, 3 Picks, Capo, Guitar Wall Hanging Stand (own)","2,247","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Medellin-Acoustic-LEARNING-beginners-handrest/dp/B09MSKKHJC/ref=sr_1_63?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-63
Juârez,"JUAREZ JRZ-ST01, 6 Strings Linden Wood Electric Guitar, Right Handed with Bag/Case, 2 x Picks (3TS Sunburst)","6,329","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/JRZ-ST01-6-String-Electric-Sunburst-Without/dp/B01FYZSOEE/ref=sr_1_64?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-64
JUAREZ,"Juarez Acoustic Lindenwood Guitar, 38 Inches Cutaway With Pick Guard, 38C/RDS With Bag, Strings, Pick And Strap, Red Sunburst","2,516","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Acoustic-Cutaway-RDS-Strings-Sunburst/dp/B076QGY91P/ref=sr_1_65?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-65
Fender,Fender Classic Design Dreadnought Acoustic Guitar Solid Top CD-60S Right-Hand (Black) One of The Most reputed Guitar Brands in the World,"13,340",-,7 days Replacement,Usually dispatched in 3 to 4 days.,https://www.amazon.in/Fender-Classic-Design-Dreadnought-Acoustic/dp/B07HYS18LJ/ref=sr_1_66?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-66
JUAREZ,"Juârez Acoustic Guitar, 38 Inch Cutaway, JRZ38CT, Hippie Funky Design, with Bag, Picks, Strap & Extra String set","2,570","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-JRZ38CT/dp/B01N3TTYJQ/ref=sr_1_67?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-67
VAULT,Vault CL-20 4/4 size Classical Guitar With Bag,"4,799","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Vault-CL-20-size-Classical-Guitar/dp/B097NB12H3/ref=sr_1_68?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-68
blueberry,"Blueberry B40L, 40"" Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks (Classic Maroon)","4,495","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODIwODQ2MzYxNjQyMzA0OjE2NzIwMzU2MTg6c3BfbXRmOjIwMDc4MzM2ODg1MTk4OjowOjo&url=%2FBlueberry-Acoustic-Inbuilt-Strings-Classic%2Fdp%2FB09VLF8B8G%2Fref%3Dsr_1_69_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035618%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
VAULT,"Vault DA20 Dreadnought Acoustic Guitar With Gig-Bag, Picks, Strings Set, String Winder, Strap, Polishing Cloth And Allen Key","4,465","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODIwODQ2MzYxNjQyMzA0OjE2NzIwMzU2MTg6c3BfbXRmOjIwMDkyNjI0MDIxNTk4OjowOjo&url=%2FDreadnought-Acoustic-Gig-Bag-Strings-Polishing%2Fdp%2FB0BJJRJVHY%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035618%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
blueberry,"Blueberry 38C, 38"" Acoustic Guitar Kit with Bag, Strap, One Pack Strings And Picks (Black)","2,695","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODIwODQ2MzYxNjQyMzA0OjE2NzIwMzU2MTg6c3BfbXRmOjIwMDc4MzM2ODg4ODk4OjowOjo&url=%2FBlueberry-38C-Acoustic-Guitar-Strings%2Fdp%2FB08KLMV4XX%2Fref%3Dsr_1_71_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035618%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-71-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
blueberry,"Blueberry B-D38, 38 Inch Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks (Sunburst)","2,795","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODIwODQ2MzYxNjQyMzA0OjE2NzIwMzU2MTg6c3BfbXRmOjIwMDc4MzM2ODg3Njk4OjowOjo&url=%2FBlueberry-B-D38-Acoustic-Inbuilt-Sunburst%2Fdp%2FB08LNP8KGS%2Fref%3Dsr_1_72_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035618%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-72-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
B,B For Best 4 String Acoustic Décor Guitar Children's Educational Musical Instrument Child Learning Random Brown Best Gift Boys & Girls 24 Inch Kids Keep Tone Picks Strap Ability Beginner Sound,887,"Wednesday, 28 December",10 days Returnable,In stock.,https://www.amazon.in/Best-Acoustic-Childrens-Educational-Instrument/dp/B0BMYJ3PXY/ref=sr_1_73?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-73
YAMAHA,"YAMAHA F310, 6-Strings Rose Wood Acoustic Guitar, Natural","9,295","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Yamaha-F310-6-Strings-Acoustic-Natural/dp/B000RVYW7E/ref=sr_1_74?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-74
HOVNER,"Hovner Carlton Special Quality Rosewood Fretboard Blue Semi Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks By K-Retail (Blue)","4,750","Sunday, 1 January",7 days Replacement,In stock.,https://www.amazon.in/Carlton-Rosewood-Fretboard-Acoustic-K-Retail/dp/B07KK8P9VB/ref=sr_1_75?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-75
Intern,Intern INT-38C Acoustic Guitar Kit (Red),"2,399","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Kit/dp/B073B6TF31/ref=sr_1_76?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-76
Sawtooth,Sawtooth Maple Series Left-Handed Acoustic-Electric Cutaway Jumbo Guitar with Padded Gig Bag and Pick Sampler,"1,16,197",January 12 - 16,7 days Replacement,Usually dispatched in 3 to 4 days.,https://www.amazon.in/Sawtooth-Left-Handed-Acoustic-Electric-Cutaway-Sampler/dp/B07GQ9HDK3/ref=sr_1_77?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-77
